JGI_id,YALI0_id,glucose_1,glucose_2,glucose_3,glycerol_1,glycerol_2,glycerol_3,oleic_acid_1,oleic_acid_2,oleic_acid_3
jgi.p|Yarli1|64710,YALI0A07755g,28.48,21.15,29.21,9.98,9.2,17.43,3.61,3.5,3.77
jgi.p|Yarli1|64711,YALI0A07777g,0.79,2.18,2.8,5.51,3.76,4.54,1.24,0.76,0
jgi.p|Yarli1|64712,YALI0A07799g,194.12,194.93,193.81,204.87,161.67,167.05,115.57,144.7,154.59
jgi.p|Yarli1|64713,YALI0A07821g,20.18,18.59,15.6,46.24,41.53,42.04,16.21,9.33,14.36
jgi.p|Yarli1|64714,YALI0A07843g,5.59,5.16,4.38,4.18,3.85,4.65,7.04,5.75,5.47
jgi.p|Yarli1|64715,YALI0A07865g,6,9.48,6.27,5.26,7.58,6.23,5.57,8.48,10.46
jgi.p|Yarli1|64716,YALI0A07887g,3.23,1.6,2.4,9.8,9.65,11.49,4.26,3.89,5.43
jgi.p|Yarli1|64717,YALI0A07997g,16.46,15.51,19.62,40.21,47.77,54.35,20.75,17.16,18.89
jgi.p|Yarli1|64718,YALI0A08019g,18.95,20.87,19.2,35.95,31.53,36.33,53.46,43.31,43.08
jgi.p|Yarli1|64719,YALI0A08041g,163.27,179.35,164.23,134.68,143.85,132.86,181.5,179.04,174.05
jgi.p|Yarli1|64720,YALI0A08063g,26,30.96,32.73,36.28,39.71,43.34,54.38,42.32,42.91
jgi.p|Yarli1|64721,YALI0A08077g,271.36,302.87,295.24,353.36,341.47,357.82,340.55,282.74,336.1
jgi.p|Yarli1|64722,YALI0A08107g,48.3,44.78,48.64,60.1,63.14,65.79,46.04,46.34,52.74
jgi.p|Yarli1|64723,YALI0A08129g,245.2,232.96,213.33,184.25,178.06,160.01,315.49,434.04,365.79
jgi.p|Yarli1|64724,YALI0A08151g,66.42,62.03,52.64,29.05,22.21,21.31,40.91,53.23,48.23
jgi.p|Yarli1|64725,YALI0A08165g,17.94,13.96,16.63,21.39,22.93,26.08,15.75,18.15,13.4
jgi.p|Yarli1|64726,YALI0A08195g,0,0.26,0,0,0,0.26,8.77,0.64,2.78
jgi.p|Yarli1|64727,YALI0A08217g,0,0.12,0,0,0,0.12,0.49,0.15,0.14
jgi.p|Yarli1|64728,YALI0A08239g,94.1,90.53,81.08,70.65,68.25,71.47,53.11,56.54,58.46
jgi.p|Yarli1|64729,YALI0A08261g,40.41,40.1,40.62,51.37,59.21,50.14,45.84,49.36,42.85
jgi.p|Yarli1|64730,YALI0A08327g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64731,YALI0A08338g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64732,YALI0A08360g,1.92,1.6,1.32,2.64,2.65,2.64,2.45,1.94,2.81
jgi.p|Yarli1|64733,YALI0A08404g,0,0,0.23,0,0,0.07,0.6,0.37,0.62
jgi.p|Yarli1|64734,YALI0A08426g,28.97,26.91,26.96,17.48,16.75,16.38,15.58,15.68,14.72
jgi.p|Yarli1|64735,YALI0A08448g,33.42,27.7,28.04,18.54,12.65,19.41,89.47,80.47,89.11
jgi.p|Yarli1|64736,YALI0A08536g,40.11,39.71,39.7,45.62,49.44,47.14,38.54,34.26,33.89
jgi.p|Yarli1|64737,YALI0A08558g,13.93,10.87,13.63,6.98,8.11,5.62,10.45,7.54,7.26
jgi.p|Yarli1|64738,YALI0A08580g,19.55,20.52,20.96,20.55,16.62,18.5,14.17,16.25,13.33
jgi.p|Yarli1|64739,YALI0A08624g,0.41,0.64,0.48,0.76,0.48,0.62,0.43,0.39,0
jgi.p|Yarli1|64740,YALI0A08646g,84.57,84.51,85.88,96.77,92.78,93.95,96.57,71.29,79.54
jgi.p|Yarli1|64741,YALI0A08668g,34.53,30.44,40.13,41.72,35.63,42.64,24.13,25.54,25.24
jgi.p|Yarli1|64742,YALI0A08734g,56.61,63.35,53.88,96.67,59.4,85.93,19.88,18.73,18.15
jgi.p|Yarli1|64743,YALI0A08800g,0,0,0,0,0,0,0,0,0.27
jgi.p|Yarli1|64744,YALI0A08866g,3.9,0.51,2.31,4.24,3.88,4.49,4.11,6.88,1.81
jgi.p|Yarli1|64745,YALI0A08888g,0,0,0,0,0,0.33,0,0,0
jgi.p|Yarli1|64746,YALI0A08932g,0.02,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64747,YALI0A08998g,0,0,0,0.09,0.11,0.5,0.1,0.09,0.09
jgi.p|Yarli1|64748,YALI0A09020g,20.51,21.86,23.09,39.96,48.57,44.01,40.08,39.86,35.8
jgi.p|Yarli1|64749,YALI0A09042g,74.46,70.56,74.16,68.43,78.39,74.88,72.34,68.75,69.3
jgi.p|Yarli1|64750,YALI0A09064g,49.66,47.52,50.07,51.49,48.18,56.27,138.56,112.69,129.61
jgi.p|Yarli1|64751,YALI0A09086g,74.61,64.4,55.84,61.77,55.78,50.62,62.57,62.03,58.04
jgi.p|Yarli1|64752,YALI0A09108g,26.74,23.52,27,22.11,19.76,26.04,21.3,26.5,27.58
jgi.p|Yarli1|64753,YALI0A09196g,1.61,0.64,0,1.5,0,1.86,4.24,5.42,1.49
jgi.p|Yarli1|64754,YALI0A09262g,0.3,0,0.23,0.37,0.59,1.06,0,0.1,0.18
jgi.p|Yarli1|64755,YALI0A09284g,36.83,37.17,43.03,55.73,54.85,68.47,53.96,37.89,43.91
jgi.p|Yarli1|64756,YALI0A09317g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64757,YALI0A09383g,1051.07,878.63,1660.76,489.06,448.76,524.65,974.73,1454.17,1121.82
jgi.p|Yarli1|64758,YALI0A09405g,13.58,12.41,12.12,7.09,8.48,9.28,6.43,7.43,6.23
jgi.p|Yarli1|64759,YALI0A09427g,16.47,13.2,17.73,14.59,11.43,15.97,6.89,7.08,5.52
jgi.p|Yarli1|64760,YALI0A09438g,136.83,142.65,160.26,132.57,110.79,128.23,62.43,72.35,74.04
jgi.p|Yarli1|64761,YALI0A09449g,3.87,4.5,4.05,4.24,4.08,6.3,14.87,12.93,16.24
jgi.p|Yarli1|64762,YALI0A09471g,0,0,0,0,0,0,0.77,0,0
jgi.p|Yarli1|64763,YALI0A09515g,0,0,0,0,0,0.67,0,0.84,0
jgi.p|Yarli1|64764,YALI0A09537g,5.81,5.21,6.37,7.9,8.45,7.42,7.02,4.88,5.15
jgi.p|Yarli1|64765,YALI0A09559g,51.15,58.73,50.98,25.08,36.61,28.18,102.69,102.56,90.93
jgi.p|Yarli1|64766,YALI0A09592g,161.77,168.65,167.58,132.6,143.54,133.6,107.66,117.21,116.01
jgi.p|Yarli1|64767,YALI0A09614g,1.44,1,0.64,1.85,1.51,2.63,0.38,0.35,0.5
jgi.p|Yarli1|64768,YALI0A09636g,161.5,149.88,142.71,118.02,113.1,114.35,54.56,78.64,64.95
jgi.p|Yarli1|64769,YALI0A09658g,56.93,64.92,66.42,69.22,76.16,75.34,87.32,83.51,85.81
jgi.p|Yarli1|64770,YALI0A09680g,31.54,29.11,28.37,29.14,21.42,26.41,33.08,35.44,37.52
jgi.p|Yarli1|64771,YALI0A09702g,21.48,24.46,24.02,42.1,39.42,45.73,21.9,16.62,21.6
jgi.p|Yarli1|64772,YALI0A09724g,13.23,11.19,12.27,6.9,5.27,6.23,6.37,7.54,5.55
jgi.p|Yarli1|64773,YALI0A09746g,58.58,54.5,57.15,43.84,29.97,34.8,33.44,36.65,34.22
jgi.p|Yarli1|64774,YALI0A09768g,0.34,0.27,0,0.16,0.2,0.91,1.25,1.14,0.47
jgi.p|Yarli1|64775,YALI0A09790g,46.7,43.09,46.94,60.64,56.95,61.24,34.2,30.69,33.37
jgi.p|Yarli1|64776,YALI0A09812g,73.17,97.86,70.98,132.32,141.79,118.36,55.85,16.44,44.53
jgi.p|Yarli1|64777,YALI0A09834g,25.78,24.99,22.42,57.66,62.37,71.45,25.1,27.78,28.55
jgi.p|Yarli1|64778,YALI0A09845g,173.91,154.51,165.65,189.31,159.49,168.5,103.06,84.33,90.91
jgi.p|Yarli1|64779,YALI0A09856g,203.71,219.48,195.27,205.32,242.49,184.85,296.39,322.29,293.36
jgi.p|Yarli1|64780,YALI0A09878g,40.91,45.26,55.22,37.58,35.82,38.9,41.66,35.8,41.15
jgi.p|Yarli1|64781,YALI0A09900g,190.88,192.28,193.55,230.24,226.97,235.05,228.03,181.53,204.89
jgi.p|Yarli1|64782,YALI0A09922g,1834.94,1742.14,1804.64,1627.19,1439.73,1442.82,936.81,1260.61,1216.03
jgi.p|Yarli1|64783,YALI0A09933g,33431.1,28279.94,27984.32,42697.34,45286.22,50906.53,22949.61,25710.33,26995.03
jgi.p|Yarli1|64784,YALI0A09988g,27.64,27.77,29.98,32.3,40.3,36.32,26.26,24.39,27.09
jgi.p|Yarli1|64785,YALI0A10010g,65.68,60.07,69.85,75.44,74.55,79.81,113.36,125.66,116.55
jgi.p|Yarli1|64786,YALI0A10032g,38.19,43.17,36.79,51.9,49.86,53.97,37.99,36.49,38.45
jgi.p|Yarli1|64787,YALI0A10076g,160.2,152.99,162.29,183.36,165.25,160.48,110.25,84.29,113.66
jgi.p|Yarli1|64788,YALI0A10098g,53.8,52.14,59.18,73.94,65.03,78.6,44.01,43.62,45.6
jgi.p|Yarli1|64789,YALI0A10120g,1.48,2,2.49,3.26,3.96,4.49,6.71,4.71,5.34
jgi.p|Yarli1|64790,YALI0A10142g,20.3,18.77,19.78,15.25,12.02,15.47,12.6,12.87,14.14
jgi.p|Yarli1|64791,YALI0A10164g,24.2,21.65,24.76,29.62,27.47,32.06,16.62,20.77,17.8
jgi.p|Yarli1|64792,YALI0A10186g,7.84,8.22,9.94,9.48,6.03,5.72,7.52,6.35,7.84
jgi.p|Yarli1|64793,YALI0A10208g,0,0,0.46,0.24,0.31,0.59,0,0.25,0.36
jgi.p|Yarli1|64794,YALI0A10230g,33.53,30.08,32.44,43.92,46.62,51,45.56,54.14,51.9
jgi.p|Yarli1|64795,YALI0A10252g,42.99,42.54,41.72,21.82,21.95,21.84,37.06,38.69,34.43
jgi.p|Yarli1|64796,YALI0A10274g,113.68,117.31,125.11,174.03,159.44,164.73,132.36,112.19,131.29
jgi.p|Yarli1|64797,YALI0A10296g,3.03,3.3,3.78,5.98,5.36,6.87,10.37,9.66,8.83
jgi.p|Yarli1|64798,YALI0A10310g,149.56,145.58,148.13,82.93,91.73,80.42,88.84,107.29,98.99
jgi.p|Yarli1|64799,YALI0A10318g,15.66,15.88,16.16,16.63,14.73,16,12.44,10.8,12.32
jgi.p|Yarli1|64800,YALI0A10362g,435.93,425.44,481.19,333.33,340.56,345.32,370.63,318.29,350.05
jgi.p|Yarli1|64801,YALI0A10395g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64802,YALI0A10439g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64803,YALI0A10483g,4.78,3.7,5.92,4.46,2.61,4.07,4.93,3.4,5.2
jgi.p|Yarli1|64804,YALI0A10527g,11.41,11.24,10.38,9.78,7.82,8.89,11.36,9.9,8.84
jgi.p|Yarli1|64805,YALI0A10549g,47.67,46.2,42.31,57.14,51,50.42,44.21,40.96,51.1
jgi.p|Yarli1|64806,YALI0A10571g,158.52,148.99,137.6,157.48,125.23,139.62,72.12,88.27,85.3
jgi.p|Yarli1|64807,YALI0A10593g,0,0.07,0.1,0.16,0.1,0.13,0.09,0.08,0.16
jgi.p|Yarli1|64808,YALI0A10615g,86.64,89.23,84.77,102.78,106.49,101,87.43,73.25,77.39
jgi.p|Yarli1|64809,YALI0A10637g,17,18.61,21.92,26.61,30.18,28.68,20.01,16.24,15.99
jgi.p|Yarli1|64810,YALI0A10659g,4248.43,4011.69,4118.68,3249.66,3103.91,2929.83,2728.13,3984.43,3308.8
jgi.p|Yarli1|64811,YALI0A10681g,30.7,31.98,33.14,35.03,41.42,41.13,25.81,30.6,23.47
jgi.p|Yarli1|64812,YALI0A10703g,28.08,29.35,30.7,33.53,35.44,36.39,22.95,20.97,20.05
jgi.p|Yarli1|64813,YALI0A10725g,3426.34,3252.48,3053.66,2745.04,2460.19,2429.55,1499.74,2000.55,1735.17
jgi.p|Yarli1|64814,YALI0A10747g,251.07,388.14,291.79,1361.76,1986.82,1905.04,1305,704.05,1184.53
jgi.p|Yarli1|64815,YALI0A10769g,0.15,0.2,0.24,0.88,0.65,0.88,0.21,0.14,0
jgi.p|Yarli1|64816,YALI0A10813g,39.3,49.4,46.61,61.49,59.32,69.91,19.09,21.75,22.45
jgi.p|Yarli1|64817,YALI0A10879g,358.88,393.74,387.13,357.3,321.34,331.56,361.99,373.34,393.18
jgi.p|Yarli1|64818,YALI0A10901g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64819,YALI0A10945g,0,0,0,0,0,0,0.13,0.23,0.11
jgi.p|Yarli1|64820,YALI0A10967g,31.08,44.26,24.3,75.44,57.09,75.02,203.99,124.55,195.22
jgi.p|Yarli1|64821,YALI0A10989g,9.87,10.96,11.28,14,11.46,14.41,7.96,9.07,6.92
jgi.p|Yarli1|64822,YALI0A11011g,1.66,2.36,1.97,1.65,1.06,1.7,0.93,1.07,0.92
jgi.p|Yarli1|64823,YALI0A11077g,5.85,7.23,6.07,7.5,6.33,8.29,4.05,1.58,2.37
jgi.p|Yarli1|64824,YALI0A11099g,23.3,22.99,22.06,36.01,36.12,39.46,26.34,21.83,22.79
jgi.p|Yarli1|64825,YALI0A11121g,52.41,46.08,48.92,56.65,68.87,67.88,53.9,31.63,48.27
jgi.p|Yarli1|64826,YALI0A11143g,104.84,121.38,116,139.62,157.88,138.36,120.5,111.42,102.06
jgi.p|Yarli1|64827,YALI0A11157g,276.21,276.19,250.08,254.48,258.59,260.43,196.63,198.4,208.66
jgi.p|Yarli1|64828,YALI0A11198g,12.07,11.15,11.99,18.57,26.22,22.45,13.18,12.6,11.05
jgi.p|Yarli1|64829,YALI0A11220g,14.64,15.21,13.39,9.16,7.74,8.67,10.58,8.86,6.98
jgi.p|Yarli1|64830,YALI0A11407g,55.43,60.15,54.69,47.32,36.12,39.33,26.88,32.1,26.75
jgi.p|Yarli1|64831,YALI0A11473g,0.04,0.1,0.15,0.32,0.26,0.17,1.54,1.28,1.12
jgi.p|Yarli1|64832,YALI0A11517g,33.87,35.6,32.48,34.28,31.54,35.22,31.07,20.74,32.28
jgi.p|Yarli1|64833,YALI0A11539g,9.07,8.89,10.36,5.32,4.28,3.78,4.72,4.15,5.65
jgi.p|Yarli1|64834,YALI0A11561g,0.09,0.07,0.11,0,0.23,0.51,0,0,0
jgi.p|Yarli1|64835,YALI0A11605g,2.93,2.63,2.87,1.5,0.84,1.32,0.96,2.04,2.52
jgi.p|Yarli1|64836,YALI0A11627g,0.32,0,0,0,0,0,0.33,0,0.58
jgi.p|Yarli1|64837,YALI0A11649g,0.5,0.9,1.1,2.4,1.54,1.54,0.45,0.34,0.4
jgi.p|Yarli1|64838,YALI0A11671g,9.55,10.89,9.19,7.22,7.64,8.23,8.83,6.41,9.68
jgi.p|Yarli1|64839,YALI0A11737g,2.66,2.9,4.35,2.79,1.59,3.33,0.35,1.6,4.01
jgi.p|Yarli1|64840,YALI0A11759g,0.26,0.14,0.52,0.08,0.42,0.53,0,0.08,0.08
jgi.p|Yarli1|64841,YALI0A11781g,0.16,0.19,0.1,4.15,2.03,6.16,0.51,0.23,0.3
jgi.p|Yarli1|64842,YALI0A11803g,0.17,0.13,0.2,0,0.2,0.13,0.35,0.16,0.15
jgi.p|Yarli1|64843,YALI0A11847g,0,0,0,0.21,0,0,0,0,0
jgi.p|Yarli1|64844,YALI0A11869g,29.36,27.16,29.59,30.07,26.01,30.66,15.28,12.39,11.93
jgi.p|Yarli1|64845,YALI0A11891g,0,0,0,1.17,0.75,0.48,0,0,0
jgi.p|Yarli1|64846,YALI0A11935g,12.2,13.72,18.09,11.37,8.96,12.07,9.89,12.64,12.61
jgi.p|Yarli1|64847,YALI0A12001g,36.16,35.36,29.57,19.88,24.22,20.85,29.73,29.63,25.63
jgi.p|Yarli1|64848,YALI0A12023g,37.02,41.92,49.36,69.18,91.03,71.86,88.08,57.95,68.93
jgi.p|Yarli1|64849,YALI0A12045g,268.85,249.96,280.28,247.23,235.97,270.14,382.16,446.05,413.78
jgi.p|Yarli1|64850,YALI0A12067g,221.85,206.22,192.61,141.65,133.83,130.74,129.34,178.85,168.57
jgi.p|Yarli1|64851,YALI0A12111g,25.63,20.71,21.14,14.37,13.23,14.95,17.87,13.72,16.43
jgi.p|Yarli1|64852,YALI0A12133g,81.23,81.12,71.71,43.18,41.25,42.22,49.75,66.07,54.67
jgi.p|Yarli1|64853,YALI0A12155g,108.19,97.86,99.22,58.08,53.35,48.37,62.85,71.95,70.13
jgi.p|Yarli1|64854,YALI0A12177g,179.37,212,200.52,209.05,178.64,179.09,1580.35,1261.49,1446.73
jgi.p|Yarli1|64855,YALI0A12199g,48.34,49.53,39.33,36.67,33.89,42.74,348.17,337.24,370.5
jgi.p|Yarli1|64856,YALI0A12221g,4.76,1.41,4.47,1.29,0.71,2.44,3.55,2.67,2.39
jgi.p|Yarli1|64857,YALI0A12243g,2.47,3.07,3.35,2.14,3.37,1.9,2.6,1.36,2.12
jgi.p|Yarli1|64858,YALI0A12265g,2.31,4.57,1.37,3.95,2.3,5.62,1.22,4.45,2.14
jgi.p|Yarli1|64859,YALI0A12287g,27.38,26.81,29.02,34.21,34.74,33.32,20.9,23.42,20.83
jgi.p|Yarli1|64860,YALI0A12353g,1.02,1.5,1.56,8.86,6.81,7.75,13.09,15.06,13.68
jgi.p|Yarli1|64861,YALI0A12419g,0,0,0,0,0,0.27,0,0,0
jgi.p|Yarli1|64862,YALI0A12441g,4.61,7.05,4.92,8.6,10.1,11.45,9.07,9.91,10.82
jgi.p|Yarli1|64863,YALI0A12507g,24.43,18.08,20.02,15.94,20.94,16.88,15.91,16.45,19.75
jgi.p|Yarli1|64864,YALI0A12573g,1.34,1.2,1.27,0.75,0.43,0.41,1.31,2.31,2.06
jgi.p|Yarli1|64865,YALI0A12617g,26.75,31.44,28.47,25.36,21.02,25.64,23.6,15.62,20.97
jgi.p|Yarli1|64866,YALI0A12683g,0.19,0.15,0.46,2.72,1.16,2.84,0.62,0.75,1.08
jgi.p|Yarli1|64867,YALI0A12705g,1.14,0.36,0.81,0,0,0.17,2.16,1.31,2.11
jgi.p|Yarli1|64868,YALI0A12815g,0.2,0,0,0,0,0,0,0.19,0.37
jgi.p|Yarli1|64869,YALI0A12837g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64870,YALI0A12925g,0,0,0.68,0.13,0,0,21.6,20,24.01
jgi.p|Yarli1|64871,YALI0A12969g,14.29,13.82,13.76,8.93,5.82,6.71,10.63,8.9,11.37
jgi.p|Yarli1|64872,YALI0A13013g,0,0.12,0,0.87,0.37,0.96,5.09,2.85,4.48
jgi.p|Yarli1|64873,YALI0A13035g,276.15,254.29,254.02,188.45,161.46,169.87,200.71,269.24,227.74
jgi.p|Yarli1|64874,YALI0A13057g,56.61,59.05,53.17,34.52,34.34,29.66,33.51,40.22,34.25
jgi.p|Yarli1|64875,YALI0A13079g,2.76,3.63,4.25,1.71,1.32,1.2,2.32,2.12,3.07
jgi.p|Yarli1|64876,YALI0A13101g,101.28,99.78,96,101.75,102.21,95.54,62.28,59.34,58.86
jgi.p|Yarli1|64877,YALI0A13233g,0.04,0.03,0.05,0,0.05,0.09,0.04,0,0.04
jgi.p|Yarli1|64878,YALI0A13255g,0,0,0,0,0,0.51,0,0.63,0
jgi.p|Yarli1|64879,YALI0A13277g,19.17,17.5,26.49,43.39,45.43,57.16,41.85,31.19,34.98
jgi.p|Yarli1|64880,YALI0A13299g,111.17,108.71,104.4,89.5,78.63,76.24,74.16,76.48,66.52
jgi.p|Yarli1|64881,YALI0A13321g,63.6,63.97,76.95,90.81,81.17,90.54,68.01,52.85,64.97
jgi.p|Yarli1|64882,YALI0A13387g,611.28,631.9,570.88,548.16,546.42,490.22,299.01,372.2,304.9
jgi.p|Yarli1|64883,YALI0A13497g,1.25,0,1.12,1.17,0.75,2.17,141.78,42.87,108.41
jgi.p|Yarli1|64884,YALI0A13519g,33.94,31.64,32.2,34.98,33.4,32.81,25.14,22.68,22.99
jgi.p|Yarli1|64885,YALI0A13541g,180.28,188.4,177.78,133.37,130.04,109.8,113.74,132.71,115.66
jgi.p|Yarli1|64886,YALI0A13563g,0.34,0,0.3,0.4,0.2,0.26,0.09,0.08,0.16
jgi.p|Yarli1|64887,YALI0A13585g,284.48,259.7,279.02,203.44,206.32,206,177.42,208.32,184.4
jgi.p|Yarli1|64888,YALI0A13607g,1.84,0,0,0.57,0,0.47,0.65,0,0
jgi.p|Yarli1|64889,YALI0A13673g,15.34,14.87,15.61,10.24,13.12,11.78,21.43,16.54,16.73
jgi.p|Yarli1|64890,YALI0A13695g,3.84,2.89,4.34,2.81,2.43,2.77,3.46,4.01,2.83
jgi.p|Yarli1|64891,YALI0A13849g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64892,YALI0A13915g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64893,YALI0A13937g,0,0,0,0.26,0,0.22,0,0.27,0
jgi.p|Yarli1|64894,YALI0A14069g,0.41,0.16,0,0.38,0.24,0.63,0.43,0,0
jgi.p|Yarli1|64895,YALI0A14157g,56.19,50.78,59.38,51.33,48.15,52.13,25.2,21.68,23.96
jgi.p|Yarli1|64896,YALI0A14212g,18.34,14.41,16.95,16.6,12.61,15.97,13.59,13.34,11.26
jgi.p|Yarli1|64897,YALI0A14234g,0,0.15,0.35,0.64,0.35,1.2,0.31,0.75,0.45
jgi.p|Yarli1|64898,YALI0A14256g,15.69,16.21,26.79,30.53,32.11,38.8,21.97,18.91,21.4
jgi.p|Yarli1|64899,YALI0A14322g,7.53,4.98,4.56,9.46,6.79,7.79,7.94,4.73,7.41
jgi.p|Yarli1|64900,YALI0A14366g,27.96,27.62,30.84,32.57,30.38,29.42,29.75,32.55,35.49
jgi.p|Yarli1|64901,YALI0A14388g,32.54,34.86,37.66,33.38,38.28,29.79,26.2,24.23,19.42
jgi.p|Yarli1|64902,YALI0A14454g,33.02,36.68,47.22,114.48,115.79,130.42,82.68,58.82,83.9
jgi.p|Yarli1|64903,YALI0A14476g,29.2,37.93,38.62,48.16,57.13,56,43.64,34.27,34.55
jgi.p|Yarli1|64904,YALI0A14498g,192.29,259.54,255.62,351.77,316.94,349.66,267.88,196.36,233.87
jgi.p|Yarli1|64905,YALI0A14520g,3.9,5.1,8.52,10.56,7.42,11.97,8.6,6.09,6.55
jgi.p|Yarli1|64906,YALI0A14542g,167.22,161.83,150.51,157.79,157.19,152.22,118.16,111.62,108.85
jgi.p|Yarli1|64907,YALI0A14564g,20.63,19.52,23.89,13.86,13.46,9.95,18.7,12.92,15.55
jgi.p|Yarli1|64908,YALI0A14586g,52.27,59.27,56.05,84.38,111.02,95.2,52.64,42.86,45.82
jgi.p|Yarli1|64909,YALI0A14608g,48.64,40.74,52.06,53.13,63.57,60.62,60.24,70.18,59.77
jgi.p|Yarli1|64910,YALI0A14630g,16.74,15.2,19.73,54.56,54.49,65.32,89.26,103.45,96.8
jgi.p|Yarli1|64911,YALI0A14707g,6.55,7.32,8.28,6.91,8.23,6.69,5.15,4.88,3.33
jgi.p|Yarli1|64912,YALI0A14740g,16.49,20.99,16.74,17.46,17.42,16.76,23.86,17.69,17.58
jgi.p|Yarli1|64913,YALI0A14762g,52.54,49.38,50.81,59.34,61.32,60.17,44.63,28.92,44.73
jgi.p|Yarli1|64914,YALI0A14784g,312.41,345.27,357.39,239.05,277.11,254.16,241.42,290.27,222.25
jgi.p|Yarli1|64915,YALI0A14806g,646.78,710.59,678.24,577.37,712.07,608.93,431.53,469.94,403.19
jgi.p|Yarli1|64916,YALI0A14839g,26.79,26.37,29.32,43.74,44.77,48.77,27.44,28.75,24.08
jgi.p|Yarli1|64917,YALI0A14861g,0.5,0.24,0.71,1.26,0.72,1.3,0.95,0.72,0.88
jgi.p|Yarli1|64918,YALI0A14883g,1.51,1.33,1.2,2.43,1.3,2.78,14.79,32.67,18.77
jgi.p|Yarli1|64919,YALI0A14905g,0.3,0.59,0.18,0.28,0.35,0.34,0.16,0,0
jgi.p|Yarli1|64920,YALI0A14927g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64921,YALI0A14949g,0,0,0,0,0,1.61,0,0,0
jgi.p|Yarli1|64922,YALI0A15059g,17.67,17.74,23.79,21.59,17.67,19.26,17.86,17.92,17.7
jgi.p|Yarli1|64923,YALI0A15081g,34.27,42.45,37.76,69.1,56.59,64.97,49.93,28.53,34.23
jgi.p|Yarli1|64924,YALI0A15103g,4.18,6.22,6.11,16.31,15.44,26.36,3.99,4.96,3.78
jgi.p|Yarli1|64925,YALI0A15125g,10.92,11.07,11.96,11.66,10.03,12.62,6.29,4.67,5.71
jgi.p|Yarli1|64926,YALI0A15147g,9.12,6.48,8.44,13.4,13.48,25.29,11.08,7.29,10.31
jgi.p|Yarli1|64927,YALI0A15169g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64928,YALI0A15257g,33.8,33.7,33.07,36.54,47.32,39.34,40.76,46.31,37.99
jgi.p|Yarli1|64929,YALI0A15345g,10.96,10.26,11.16,11.38,9.56,11.65,7.7,8.38,7.92
jgi.p|Yarli1|64930,YALI0A15378g,0,0,0,0,0.8,0,0,0,0.31
jgi.p|Yarli1|64931,YALI0A15400g,44.57,45.76,44.94,54.81,44.16,42.84,64.83,61.55,62.91
jgi.p|Yarli1|64932,YALI0A15422g,48.71,57.55,55.79,109.49,96.07,124.7,154.43,147.04,156.61
jgi.p|Yarli1|64933,YALI0A15433g,19.05,22.07,22.59,50.89,40.93,62.9,72.89,80.02,88.81
jgi.p|Yarli1|64934,YALI0A15444g,31.48,27.72,32,31.29,17.54,27.4,24.63,30.58,27.22
jgi.p|Yarli1|64935,YALI0A15466g,19.51,22.17,27.48,23.58,20.02,25.52,26.33,36.38,29.37
jgi.p|Yarli1|64936,YALI0A15488g,1.84,1.78,2.43,2.19,1.71,1.81,1.83,2.76,2.18
jgi.p|Yarli1|64937,YALI0A15554g,18.14,16.83,18.62,20.61,18.53,23.22,14.83,14.07,17.97
jgi.p|Yarli1|64938,YALI0A15576g,1.43,1.13,1.1,5.03,4.03,4.79,13.5,12.58,11.01
jgi.p|Yarli1|64939,YALI0A15598g,0,0.71,1.07,9.22,1.07,2.76,0.95,2.6,2.5
jgi.p|Yarli1|64940,YALI0A15642g,1.4,2.77,2.49,5.23,3.35,0.54,0.74,1.35,0.65
jgi.p|Yarli1|64941,YALI0A15686g,70.56,68.83,70.12,75.75,73.48,77.06,47.35,46.9,41.95
jgi.p|Yarli1|64942,YALI0A15708g,56.67,53.98,47.72,40.8,38.48,45.84,27.93,29.71,25.14
jgi.p|Yarli1|64943,YALI0A15752g,0,0,0,0,0,0,0,0,0
jgi.p|Yarli1|64944,YALI0A15774g,19.77,17.74,20.55,20.49,22.08,20.01,20.21,21.15,19.61
jgi.p|Yarli1|64945,YALI0A15796g,0.11,0.09,0.26,0.15,0.59,0.55,2.83,1.95,2.8
jgi.p|Yarli1|64946,YALI0A15884g,14.13,15.19,17.03,9.07,9.68,12.63,12.2,10.7,8.8
jgi.p|Yarli1|64947,YALI0A15906g,3.31,4.26,2.06,11.68,13.09,7.09,41.26,10.38,30.16
jgi.p|Yarli1|64948,YALI0A15950g,108.5,102.33,88.67,96.12,97.09,87.78,46.22,59.57,46.95
jgi.p|Yarli1|64949,YALI0A15972g,376.16,399.02,400.98,542.7,644.07,567.39,391.7,522.92,407.15
jgi.p|Yarli1|64950,YALI0A16016g,0.75,0,0,0.35,0,0.58,0.4,0,0.35
